1669948557.684559,2
1669948557.788853,30
1669948557.898961,64
1669948558.008896,100
1669948558.118683,100
1669948558.229140,100
1669948558.339621,99
1669948558.449761,100
1669948558.560513,100
1669948558.679292,100
1669948558.787132,100
1669948558.897327,100
1669948559.007411,100
1669948559.117700,100
1669948559.227410,100
1669948559.337410,100
1669948559.447204,100
1669948559.557318,100
1669948559.666899,99
1669948559.784980,100
1669948559.895227,100
1669948560.006101,100
1669948560.121693,100
1669948560.231441,100
1669948560.342340,100
1669948560.451871,100
1669948560.561672,100
1669948560.675423,100
1669948560.793507,100
1669948560.904583,99
1669948561.013844,100
1669948561.117202,100
1669948561.219545,100
1669948561.321808,100
1669948561.424113,100
1669948561.526385,76
1669948561.636912,71
1669948561.747037,42
1669948561.857090,37
1669948561.967528,37
1669948562.077761,37
1669948562.188069,38
1669948562.309302,32
1669948562.419578,35
1669948562.530718,40
1669948562.728147,41
1669948562.831370,42
1669948562.941660,43
1669948563.046162,40
1669948563.156130,50
1669948563.266434,49
1669948563.376650,59
1669948563.486842,67
1669948563.596924,57
1669948563.706684,42
1669948563.820286,51
1669948563.930698,50
1669948564.040899,60
1669948564.150840,70
1669948564.261183,51
1669948564.371675,43
1669948564.481785,41
1669948564.592257,41
1669948564.702364,42
1669948564.817987,42
1669948564.929799,42
1669948565.039991,43
1669948565.150150,43
1669948565.260418,43
1669948565.371566,43
1669948565.481574,44
1669948565.588711,44
1669948565.698910,44
1669948565.809460,44
1669948565.923977,45
1669948566.038324,45
1669948566.148925,45
1669948566.259209,45
1669948566.369843,46
1669948566.480219,46
1669948566.590405,47
1669948566.700988,46
1669948566.811130,47
1669948566.921220,47
1669948567.037862,47
1669948567.148023,47
1669948567.258517,48
1669948567.368690,47
1669948567.478989,48
1669948567.589100,48
1669948567.718545,49
1669948567.828878,49
1669948567.946223,49
1669948568.056606,49
1669948568.167005,50
1669948568.277282,50
1669948568.387393,50
1669948568.497792,51
1669948568.607849,52
1669948568.710387,53
1669948568.820884,52
1669948568.931307,51
1669948569.041246,51
1669948569.159352,52
1669948569.269237,52
1669948569.377247,53
1669948569.487234,63
1669948569.597311,62
1669948569.708109,72
1669948569.818373,74
1669948569.928464,82
1669948570.038806,72
1669948570.148870,56
1669948570.265835,65
1669948570.376573,64
1669948570.486815,65
1669948570.596949,74
1669948570.707084,82
1669948570.817678,81
1669948570.921902,56
1669948571.034140,63
1669948571.144299,63
1669948571.254388,66
1669948571.364902,76
1669948571.483865,85
1669948571.586156,85
1669948571.696201,61
1669948571.802801,58
1669948571.913166,56
1669948572.023658,56
1669948572.133843,56
1669948572.240625,58
1669948572.350646,58
1669948572.460994,58
1669948572.571302,58
1669948572.689114,57
1669948572.801675,58
1669948572.912025,58
1669948573.022192,58
1669948573.132250,58
1669948573.242598,59
1669948573.353149,60
1669948573.463509,60
1669948573.569758,60
1669948573.680117,60
1669948573.794688,59
1669948573.908600,59
1669948574.018759,60
1669948574.128911,60
1669948574.239178,60
1669948574.349244,61
1669948574.459395,62
1669948574.569752,62
1669948574.679941,62
1669948574.790409,62
1669948574.906915,61
1669948575.017196,62
1669948575.127647,62
1669948575.238097,62
1669948575.348247,62
1669948575.458560,63
1669948575.568614,63
1669948575.678811,64
1669948575.785709,64
1669948575.895959,64
1669948576.006067,64
1669948576.124645,63
1669948576.235436,64
1669948576.345499,64
1669948576.456057,64
1669948576.566477,65
1669948576.676631,65
1669948576.780635,65
1669948576.891038,67
1669948577.001022,77
1669948577.111858,76
